#gene	sample1	sample2	sample3	sample7	sample8	sample9
HEYL	769	1021	343	544	342	929
NT5C1A	592	680	569	911	455	457
HPCAL4	139	136	218	75	183	114
PPIE	7892	12679	2353	7426	4101	2682
BMP8B	4572	5108	5324	3373	5409	4644
OXCT2	6184	2684	7999	6285	3450	1885
TRIT1	4662	5079	3647	3412	2260	1823
MYCL	5129	3376	2271	2105	1751	1370
MFSD2A	332	364	252	216	340	428
CAP1	4293	3070	1403	1258	1280	517
PPT1	4125	1823	2247	3003	1390	1120
RLF	416	65	140	79	171	86
TMCO2	957	1380	2120	1667	1215	1083
ZMPSTE24	7443	1402	2776	2668	849	2997
COL9A2	606	1311	1880	812	775	1431
SMAP2	703	379	219	361	411	250
ZFP69B	1854	3662	2587	4616	3950	3379
ZFP69	6556	11866	5747	5554	4442	8365
EXO5	316	406	306	417	461	346
ZNF684	73	71	107	78	139	95
RIMS3	4868	7288	6574	7205	4743	4232
NFYC	2249	6125	4988	6024	4377	3889
KCNQ4	3	11	13	5	2	2
CITED4	5296	3105	3584	3167	2460	1784
CTPS1	7326	7135	3964	4185	8668	9315
SLFNL1	441	494	287	151	444	229
SCMH1	1297	732	787	416	1197	552
FOXO6	1949	2271	2454	1535	2185	1681
EDN2	3003	3254	3578	3595	4433	2679
HIVEP3	171	125	149	102	145	155
GUCA2B	3992	2303	4299	3153	4416	5003
GUCA2A	2471	2377	2113	1502	1259	3022
FOXJ3	439	253	255	376	242	189
RIMKLA	3047	2794	2362	1339	2111	2702
ZMYND12	3007	1914	2424	1694	2249	1099
PPCS	1057	1136	663	702	1479	1106
CCDC30	2363	1902	2048	1481	1168	1255
PPIH	1195	1206	925	303	761	442
YBX1	329	303	576	455	263	418
CLDN19	1941	10873	3139	6560	5266	3717
P3H1	2237	1294	1020	1882	975	1384
C1orf50	1226	292	998	556	965	221
RP5-994D16.12	6596	5783	4658	1981	3271	2028
RP5-994D16.11	3122	5694	8932	7556	6738	5090
SVBP	2790	881	816	1164	796	654
ERMAP	2484	3221	2060	3011	2909	3914
ZNF691	344	1245	886	404	538	546
SLC2A1	368	129	367	395	318	331
FAM183A	511	502	555	727	744	444
EBNA1BP2	2121	2521	2872	2388	2221	1601
CFAP57	6626	5589	1425	4056	2696	4793
TMEM125	1499	2154	1225	1659	942	1505
C1orf210	4189	4687	5875	3153	4354	3553
TIE1	13	24	27	10	13	16
MPL	2602	1713	956	1966	261	867
CDC20	1391	2913	1752	2515	1223	1236
ELOVL1	147	165	90	105	135	164
MED8	2576	2461	2905	1834	1678	681
SZT2	202	500	481	323	813	361
HYI	550	452	284	86	409	234
PTPRF	2587	1010	2416	1116	2053	1835
KDM4A	835	1775	1682	1960	2542	1902
ST3GAL3	5314	5119	4795	3414	3605	3359
ARTN	1645	959	1731	768	775	1670
IPO13	8430	5534	6156	6339	5357	8126
DPH2	1571	914	1578	1544	1373	2993
ATP6V0B	260	369	258	616	126	621
B4GALT2	1453	963	1418	823	1187	816
CCDC24	4134	4866	3653	7279	5089	2737
SLC6A9	2505	4576	1798	1568	1917	643
KLF17	1259	3503	1927	2507	3079	2317
KLF18	440	773	1028	525	714	602
DMAP1	197	149	220	161	24	149
ERI3	6885	16338	4727	6252	10994	7823
RNF220	430	2239	643	967	839	972
TMEM53	845	423	1061	1199	795	767
C1orf228	4359	6881	1804	3363	8330	4570
KIF2C	1176	1080	1778	959	1242	1101
RPS8	1071	410	1229	584	1812	871
BEST4	1257	1110	644	511	528	647
PLK3	2569	2799	867	1394	1912	1608
TCTEX1D4	230	402	588	426	192	93
BTBD19	1416	2366	960	1831	2317	1272
PTCH2	4327	3595	7297	1850	2828	4759
EIF2B3	2813	3610	2150	2545	4977	2317
HECTD3	4725	2446	2838	1190	2908	3095
UROD	7897	2692	6532	3747	3772	4919
ZSWIM5	1388	701	679	317	689	472
HPDL	11802	8790	12766	10284	12027	17693
MUTYH	1107	1010	1403	1070	732	828
TOE1	5259	5119	16399	7758	9101	10627
TESK2	66	127	157	36	147	69
CCDC163P	9964	14445	14338	6106	5288	5830
MMACHC	3021	3120	3005	2423	1613	1582
PRDX1	677	739	1105	382	363	292
AKR1A1	4717	4453	2243	1054	3353	5702
NASP	2079	1600	2128	958	889	1828
CCDC17	233	252	186	446	337	195
GPBP1L1	413	412	539	226	205	254
TMEM69	1156	1159	736	812	721	256
IPP	19031	12235	9149	8803	7351	5831
MAST2	996	1890	2055	1173	2086	587
PIK3R3	1710	3586	1701	2880	4573	2176
TSPAN1	2908	12219	2922	6451	3043	8241
RP11-322N21.2	6508	6040	2353	4634	2783	3499
POMGNT1	12271	4482	8832	4322	4078	2288
LURAP1	2435	1356	3039	3000	969	2250
RAD54L	5813	2131	5118	5221	2511	3303
LRRC41	17590	31596	10787	23717	13522	16864
UQCRH	832	910	2963	955	2495	1704
NSUN4	112	57	143	29	126	156
FAAH	7192	6178	7284	1830	3492	5220
DMBX1	3800	5297	6926	3927	2868	7239
RP11-49P4.7	638	1054	672	1489	858	1407
KNCN	1256	2041	2499	1255	3243	2675
MKNK1	3867	2413	4661	695	2010	2601
MOB3C	11247	6942	9577	5245	7202	1831
ATPAF1	7421	3029	7243	2135	6521	4726
TEX38	1243	2416	1664	1308	2046	651
EFCAB14	5684	5274	3276	5812	2440	5696
CYP4B1	5164	3804	4857	6116	4985	2409
CYP4A11	243	146	434	139	56	247
CYP4X1	1245	2207	2638	1991	2555	1364
CYP4Z1	436	569	1311	761	290	542
CYP4A22	8178	6613	2758	9129	3250	2305
PDZK1IP1	1802	3715	4353	1277	2052	3409
TAL1	4123	2196	3752	1711	1611	3271
STIL	3464	3757	3226	4079	3995	2550
CMPK1	305	191	292	174	147	187
FOXE3	210	54	150	56	143	72
FOXD2	6934	13000	7006	7142	6965	4186
TRABD2B	265	875	414	386	736	306
AL356289.1	2538	3670	3026	2049	1584	1829
SLC5A9	2175	3051	6638	3084	2981	3165
SPATA6	1413	1833	1376	1114	1966	4004
AGBL4	2109	2597	3547	1554	2321	890
BEND5	1658	1208	1017	317	804	979
ELAVL4	372	158	234	263	168	230
DMRTA2	5887	4046	16256	3905	11695	6460
FAF1	1232	1821	3774	1068	1297	1042
CDKN2C	569	1468	440	425	688	268
C1orf185	8767	4304	4003	5818	1871	2772
RNF11	2287	2905	5756	2835	3139	2084
TTC39A	7340	6198	7608	5989	2412	6471
EPS15	180	191	95	143	103	107
OSBPL9	3738	4667	5418	6774	2538	3564
NRDC	1835	2436	963	1160	1465	2093
RAB3B	1385	2947	2505	1599	658	1262
TXNDC12	175	360	343	367	302	537
KTI12	8060	6795	3196	3747	2059	3908
BTF3L4	694	840	2038	1384	942	1269
ZFYVE9	2799	7086	6505	4437	2406	4259
CC2D1B	5766	3281	4096	1989	2383	2286
ORC1	5229	3752	5516	3680	2023	5235
PRPF38A	1011	1016	1042	739	2573	877
ZCCHC11	2084	1239	2472	1512	1596	1080
GPX7	1292	2616	2560	2492	1533	1948
FAM159A	1323	777	2456	830	1942	3210
COA7	26065	17445	16640	14900	5472	11903
ZYG11B	2066	3628	2576	1551	1474	2222
ZYG11A	7734	2262	4137	4824	6623	7685
ECHDC2	4478	1646	813	4177	3355	1032
SCP2	4702	3804	7023	4214	4372	8561
AL445183.1	1916	3349	2678	3211	1347	1562
PODN	1333	1929	1683	569	1510	1395
SLC1A7	725	1911	1369	882	838	979
CPT2	12549	6329	9315	5421	6335	2272
C1orf123	376	601	178	288	409	413
MAGOH	278	199	490	338	140	219
LRP8	444	487	511	799	636	235
DMRTB1	1902	1834	6760	1630	3462	3528
GLIS1	3997	2635	2791	1881	1663	4290
NDC1	6694	3004	4107	2386	4996	4772
YIPF1	326	160	1087	316	358	151
DIO1	1193	1735	1370	1065	1453	1356
HSPB11	11853	6456	7819	9231	8068	8957
LRRC42	5644	6906	6347	1800	4050	6091
LDLRAD1	4856	3373	4531	2449	4588	2651
TMEM59	750	1075	407	1142	540	1693
TCEANC2	2480	1151	778	1945	1323	758
RP11-446E24.4	3183	6134	5242	3435	2266	2932
CDCP2	2577	1369	2454	2166	1588	2322
CYB5RL	1901	6078	2385	2428	3311	2978
MRPL37	5333	4613	2234	1977	3825	3659
SSBP3	29	44	38	25	25	47
ACOT11	473	182	578	156	427	370
FAM151A	2537	3272	4030	3096	2666	2917
MROH7	48	72	65	32	57	89
MROH7-TTC4	1070	1257	1357	1367	809	291
TTC4	7705	7147	5188	4303	3611	2727
PARS2	5009	2821	3129	1608	4706	1815
TTC22	1294	1050	1632	929	882	605
LEXM	1713	1837	2272	486	770	1856
DHCR24	347	238	311	375	82	319
TMEM61	517	164	664	166	613	329
BSND	1163	2085	792	2162	914	2258
PCSK9	1312	1733	1023	929	701	782
USP24	578	861	145	291	400	389
PLPP3	1297	1374	813	813	1089	694
PRKAA2	2573	8275	6370	5672	3934	2153
C1orf168	5194	6875	4827	2822	3288	4917
C8A	3405	2202	1238	1329	2054	1453
C8B	48	35	21	43	24	21
DAB1	1061	1127	1089	929	1070	1227
OMA1	4698	4730	4686	6336	4734	2927
TACSTD2	4017	5157	6127	4004	3511	4117
MYSM1	702	649	1511	1220	1644	1112
JUN	6284	5883	5989	2063	2086	4439
FGGY	345	240	331	457	123	225
HOOK1	6959	7192	11518	5772	5603	4124
CYP2J2	5020	2613	5074	2862	1375	2765
C1orf87	2924	3370	4359	2042	1877	1581
NFIA	11015	18130	6730	9970	17747	8476
TM2D1	175	338	89	157	243	190
PATJ	7029	3052	5484	5198	5271	4869
L1TD1	520	546	1168	570	225	257
KANK4	2277	2168	1490	2215	1230	1788
USP1	2179	587	1322	823	2364	1293
DOCK7	1633	1632	1581	1688	693	893
ANGPTL3	5096	5217	7873	5257	3844	8284
ATG4C	1077	845	982	696	891	1247
FOXD3	10106	12443	5600	9746	3991	7568
ALG6	1135	551	462	386	266	578
ITGB3BP	1862	2195	1926	1354	1371	766
EFCAB7	3081	2171	1920	2936	1240	866
PGM1	1491	763	2524	1059	1524	1285
ROR1	820	1244	452	631	820	836
UBE2U	10582	7393	9250	11073	15460	8579
CACHD1	2323	2087	3779	3299	3881	1910
RAVER2	1711	1028	1284	1976	1140	871
JAK1	3219	4711	3650	5707	3009	5475
AK4	521	409	317	435	234	492
DNAJC6	9501	8033	10192	4994	2987	4791
LEPROT	2406	1853	3991	1463	2500	1703
LEPR	4643	1859	4055	2210	3303	1401
PDE4B	3361	3186	3214	1748	1237	2348
SGIP1	1032	267	748	842	1308	409
TCTEX1D1	4862	6919	4139	3222	2617	5310
INSL5	314	169	18	115	167	152
WDR78	1069	418	701	1021	212	713
MIER1	7818	4385	3426	5577	5202	3119
SLC35D1	3228	4017	4634	7029	5415	7426
C1orf141	3930	4835	2989	3293	1306	2039
IL23R	4990	4415	6695	2213	4065	4814
IL12RB2	1134	1226	1464	984	1134	1004
SERBP1	12980	10976	14143	5600	3486	9163
GADD45A	17216	35933	52246	16241	11635	19500
GNG12	43	52	81	40	55	54
DIRAS3	10357	4521	4190	3759	4596	4460
WLS	554	2259	1360	1067	1193	1347
RPE65	76	93	27	58	77	40
DEPDC1	7136	4591	2605	4163	4904	4342
LRRC7	320	461	250	442	210	241
LRRC40	2393	3656	2496	1819	2101	1749
SRSF11	1289	1254	707	1518	983	1404
ANKRD13C	2484	855	2316	3597	1278	1602
HHLA3	2483	2374	1915	1423	1344	1191
AL158839.1	730	1856	1263	1119	1080	1288
CTH	3460	2873	4652	5077	1372	2464
PTGER3	226	252	366	127	133	334
ZRANB2	739	518	773	515	586	637
NEGR1	835	982	1190	1440	956	913
LRRIQ3	279	304	378	531	293	310
FPGT	5191	3830	1386	4055	7956	3399
FPGT-TNNI3K	334	345	470	308	309	421
TNNI3K	207	185	79	48	127	90
LRRC53	13465	7220	15982	9853	5819	7347
ERICH3	284	133	175	237	70	149
CRYZ	8452	4280	6698	8200	7425	4304
TYW3	2199	1548	819	556	597	1439
LHX8	2097	1315	1444	1148	2341	2445
SLC44A5	526	802	1077	474	1120	795
ACADM	729	3041	1185	1336	1728	625
RABGGTB	5613	5652	4712	3515	4222	2739
MSH4	640	533	546	415	507	632
ASB17	5665	4974	5042	4932	2978	4481
ST6GALNAC3	4440	1889	3642	2267	1979	2142
ST6GALNAC5	2151	1546	2063	675	969	3152
PIGK	8	13	20	15	4	11
AK5	11793	3527	3019	3663	4278	4339
ZZZ3	4317	3421	3131	2831	3188	2269
USP33	4578	5168	2357	4169	4191	3394
FAM73A	731	1811	2117	2752	1522	1321
NEXN	185	346	232	169	353	208
FUBP1	704	550	781	629	597	321
DNAJB4	3180	8546	5088	6202	7378	10863
GIPC2	2589	3584	1884	2017	1064	1596
PTGFR	1045	1280	1583	1873	1129	2424
IFI44L	2222	3073	8188	2012	1897	2282
IFI44	722	269	596	1099	1227	310
ADGRL4	573	481	951	1113	598	575
ADGRL2	4308	3702	2427	3866	1738	2145
TTLL7	3832	3943	2183	2143	5430	3814
PRKACB	299	793	449	478	784	632
SAMD13	5022	9364	3688	3442	2277	7384
DNASE2B	1842	1197	984	947	1117	1177
RPF1	4698	6813	11228	8891	5171	9235
GNG5	2876	3282	3122	1483	1687	1156
CTBS	98	157	136	250	189	82
SSX2IP	2794	2185	2619	2727	2439	2581
LPAR3	10804	10933	7051	6427	3730	1708
MCOLN2	7347	8482	5530	5133	2929	7356
WDR63	628	1024	704	428	441	403
MCOLN3	124	184	625	250	122	106
SYDE2	822	879	1071	1026	1135	870
C1orf52	3051	4172	4457	3454	2377	2423
BCL10	237	308	132	256	208	245
DDAH1	1324	1118	1033	972	575	1814
CYR61	12551	11612	10473	11575	10897	6143
ZNHIT6	248	521	345	361	310	95
COL24A1	5078	1766	4220	2417	1289	3499
ODF2L	2203	2687	2836	3080	2253	2823
CLCA2	7262	8111	9997	5724	6647	4795
CLCA1	1497	988	776	1100	994	1461
CLCA4	2049	1782	1165	943	1415	983
SH3GLB1	1054	1748	700	820	872	1097
SEP15	3425	1263	2201	2037	1320	2664
HS2ST1	15709	10508	8542	2974	4962	10526
RP5-1052I5.2	214	260	432	402	256	95
LMO4	8977	11324	9244	6525	4352	3806
PKN2	1075	4832	1950	2335	2505	4517
GTF2B	78	72	178	119	133	74
KYAT3	3315	7908	4190	3374	1627	4462
RBMXL1	7415	2267	4460	4174	3603	5735
GBP3	4673	4151	3573	2642	3681	2556
GBP1	9524	8770	5832	4585	4477	8129
GBP2	5822	12788	15330	2967	5812	9641
GBP7	1634	1193	2182	1099	1310	1084
GBP4	11876	5925	5087	5246	3381	5625
GBP5	1554	816	1244	789	702	1003
GBP6	794	1367	1909	1107	691	1264
LRRC8B	3280	6158	4207	6811	6803	3876
LRRC8C	118	296	157	377	251	160
RP11-302M6.4	1396	2060	747	657	1103	2095
LRRC8D	6360	5900	6299	6777	4654	5653
ZNF326	5178	5024	9787	5236	10855	8774
BARHL2	690	1586	1661	710	812	1201
ZNF644	3994	4115	6250	5038	2989	7986
HFM1	1026	495	538	472	378	536
CDC7	3172	3712	1551	1105	2467	1915
TGFBR3	1437	1361	1675	1169	2035	3747
BRDT	11038	4820	7800	4293	5981	1294
EPHX4	220	99	191	151	54	189
SETSIP	446	181	424	203	240	369
BTBD8	491	524	771	169	360	254
KIAA1107	4448	2164	2032	1667	2379	1738
C1orf146	1557	2098	2988	2022	1740	1929
GLMN	61	36	12	18	22	21
RPAP2	3570	4171	3255	5720	4454	1957
GFI1	85	76	71	100	184	91
EVI5	384	272	197	265	215	616
RPL5	464	630	1743	666	800	461
FAM69A	105	167	52	122	75	80
MTF2	6500	2717	4691	3365	1310	5029
TMED5	1296	1668	2426	1845	1584	2136
CCDC18	15631	10222	13298	9405	13390	8112
DR1	812	177	244	110	233	288
FNBP1L	76	146	73	102	46	129
BCAR3	305	239	436	369	264	207
DNTTIP2	7340	10760	5543	6447	11936	9953
GCLM	445	544	571	264	267	590
ABCA4	8334	4624	2822	7037	3392	4856
ARHGAP29	813	441	831	915	218	419
ABCD3	7375	6328	5704	10197	4264	10090
F3	333	207	143	218	129	185
SLC44A3	7410	2294	1760	3629	3631	3462
CNN3	23852	22105	22605	41464	21463	11451
ALG14	614	512	1120	751	332	715
TMEM56	2073	2997	4924	5034	1461	2568
TMEM56-RWDD3	4602	4280	2817	1904	6879	3719
RWDD3	685	1380	2476	1496	1198	1006
PTBP2	947	829	750	804	472	806
DPYD	8042	8649	11145	13602	15828	7616
SNX7	2751	4210	3266	4517	3162	2841
PLPPR5	175	335	544	214	422	307
PLPPR4	232	105	102	129	182	283
PALMD	3030	3457	2098	1236	2650	2820
FRRS1	5319	4881	5567	4627	4282	2964
AGL	1140	1705	679	1499	974	556
AC096949.1	8430	5830	4877	4904	5042	7623
SLC35A3	3376	1793	933	2779	1735	1390
MFSD14A	177	301	147	251	169	211
SASS6	7593	3289	5509	2936	2434	2197
TRMT13	144	113	153	188	100	215
LRRC39	6397	5825	6495	4762	3203	2278
DBT	1441	1936	1664	623	619	1628
RTCA	4632	5709	5571	3999	5267	8067
CDC14A	420	561	469	484	431	524
GPR88	624	1503	2087	1112	2509	554
VCAM1	320	320	548	508	459	455
EXTL2	13343	22586	10263	9391	10657	12542
SLC30A7	1787	308	854	211	726	1877
DPH5	1452	946	2311	2202	803	836
S1PR1	2122	3236	3465	1894	3072	1905
OLFM3	4212	3320	1672	5469	7101	1980
COL11A1	3506	2965	5807	6630	2951	3865
RNPC3	2435	1664	3242	1232	2170	1616
AMY2B	1297	1989	1865	660	2260	1631
AMY2A	2286	3232	2122	3095	1918	1605
AMY1A	379	52	129	84	147	58
AMY1B	494	564	776	577	917	588
AMY1C	4211	879	1670	1999	1731	2490
PRMT6	334	239	141	167	207	348
NTNG1	1380	1723	2507	2185	1559	1883
VAV3	2334	11595	9016	12069	5627	14611
SLC25A24	598	868	792	258	358	254
NBPF4	4150	1949	1704	1635	1047	1669
NBPF6	790	2784	398	1162	2152	888
FAM102B	1415	1986	931	1401	2211	1968
HENMT1	330	515	612	218	147	189
PRPF38B	5731	6118	1242	2735	3944	2530
FNDC7	6358	17926	8812	4339	13841	11772
STXBP3	1898	2294	2620	3008	3094	3124
AKNAD1	3294	2642	1949	1088	1706	1659
RP11-475E11.9	2305	1918	1630	1217	737	432
GPSM2	13203	3799	7079	5512	8535	4020
CLCC1	834	1093	935	414	845	441
WDR47	4559	2773	3292	1447	3318	4441
TAF13	2735	3655	1318	1816	1142	1341
TMEM167B	232	1702	1280	1709	1028	2444
C1orf194	459	399	970	476	254	653
KIAA1324	2149	2464	3451	2745	2203	1472
SARS	202	213	129	133	87	132
CELSR2	435	691	416	791	590	808
PSRC1	2670	5044	2640	2521	3496	1483
MYBPHL	11024	4002	5538	2745	4649	5189
SORT1	100	147	302	173	71	242
PSMA5	534	831	783	839	404	634
SYPL2	2326	1498	1514	1049	846	1765
ATXN7L2	52	57	73	82	63	62
CYB561D1	2025	2642	3172	2313	1744	1696
AMIGO1	72	110	120	89	58	38
GPR61	312	514	193	343	234	506
GNAI3	2109	1982	1784	1457	1440	1231
GNAT2	4359	3033	2652	5911	3275	1699
AMPD2	373	382	1143	598	729	598
GSTM4	5349	4458	3973	2939	5461	3844
GSTM2	704	799	553	710	519	1071
GSTM1	1141	3075	1499	999	1738	629
GSTM5	1110	892	1116	1085	1005	1433
GSTM3	635	693	1109	636	827	684
EPS8L3	454	1654	1267	931	539	555
CSF1	4460	1460	2673	2406	1796	2143
AHCYL1	1716	1358	1494	791	1179	937
STRIP1	2169	1522	1879	1891	1863	1699
ALX3	551	519	411	771	149	562
UBL4B	987	633	698	1071	937	819
SLC6A17	1278	999	2011	2618	1879	2514
KCNC4	4259	5682	5360	1964	3137	1528
RBM15	3310	4452	839	2340	1876	2317
SLC16A4	1162	1244	2318	2453	2351	3875
LAMTOR5	5671	9499	4135	3458	7145	4251
PROK1	1712	1745	2762	1157	1591	1222
KCNA10	6586	2358	5512	4761	2633	1110
KCNA2	740	1056	1589	850	822	1075
KCNA3	1909	2203	2135	1406	1168	1425
CD53	3532	780	2934	2175	3458	1614
LRIF1	1123	1160	851	955	1397	637
DRAM2	1445	1359	1376	2697	1134	1551
CEPT1	4213	7106	4591	5610	9126	2692
DENND2D	1385	996	323	1413	1021	843
CHI3L2	377	333	260	411	213	162
CHIA	393	259	305	134	287	180
PIFO	1518	3769	3089	1823	1375	1981
OVGP1	240	237	218	233	417	252
WDR77	6645	8261	6695	2516	4666	6104
ATP5F1	4126	1642	1126	1099	1276	1494
C1orf162	6825	2931	7369	5537	6401	2518
TMIGD3	2317	7538	9336	4303	8954	6168
ADORA3	5479	4887	5109	2641	4103	2385
RAP1A	673	370	1149	1098	328	307
FAM212B	3833	5431	11665	4157	3185	5930
DDX20	2678	3315	4025	3394	3245	2715
KCND3	4635	1157	1336	2400	2204	2779
CTTNBP2NL	2168	3417	3141	1704	2508	2446
WNT2B	1834	2335	3993	1804	2600	2612
ST7L	721	1586	1333	2788	1203	1114
CAPZA1	2762	3482	3880	8631	8996	3920
MOV10	4628	9733	8327	4367	4681	8489
RHOC	452	615	502	333	731	199
RP11-426L16.10	187	207	352	131	277	148
PPM1J	512	680	378	338	420	320
FAM19A3	2092	1071	1972	1418	1549	667
SLC16A1	397	682	623	444	244	217
LRIG2	1155	1420	1697	924	545	2075
MAGI3	2636	2804	2110	3312	1361	1956
PHTF1	7220	3715	8375	5407	3167	6692
RSBN1	1036	1752	950	1947	998	1494
PTPN22	3990	5220	5880	6353	6052	5162
BCL2L15	550	536	615	771	174	893
AP4B1	2500	4754	2815	3344	1399	957
DCLRE1B	353	1030	790	525	962	1477
HIPK1	2729	4443	3043	1760	1595	1201
OLFML3	801	435	478	350	433	537
SYT6	1506	1506	1256	859	1530	979
TRIM33	2102	4353	2310	2817	2058	1395
BCAS2	1133	1293	837	961	488	470
DENND2C	3052	2511	3358	2308	2515	2546
AMPD1	3794	431	1717	3488	1160	1450
NRAS	1166	847	618	918	707	634
CSDE1	2308	1546	3155	1168	1505	2288
SIKE1	3100	1844	2520	1053	2598	3955
SYCP1	3656	2922	5945	1917	3786	3965
TSHB	1251	1913	1101	2243	981	1341
TSPAN2	766	1074	822	922	714	850
NGF	217	233	159	582	166	312
VANGL1	53	28	80	39	54	56
CASQ2	2551	3598	5853	3920	1535	3051
NHLH2	228	875	416	346	397	422
SLC22A15	6910	5079	8202	7738	10937	6008
MAB21L3	2521	2489	1972	1131	2004	2119
ATP1A1	2605	2536	1553	1900	1414	1892
CD58	618	1370	1748	370	1836	1118
IGSF3	749	704	702	641	656	661
CD2	6747	6590	6163	4744	3237	4470
PTGFRN	8060	6906	4150	1664	2885	6562
CD101	1677	1216	948	449	435	1205
TTF2	459	549	684	695	405	599
TRIM45	949	630	727	802	932	743
VTCN1	172	135	100	60	93	50
MAN1A2	1320	1128	1074	1898	653	1225
FAM46C	3460	3117	1971	2045	1601	1060
GDAP2	13	10	20	12	13	7
WDR3	472	951	706	279	570	254
SPAG17	5176	4956	2873	3464	1952	3276
TBX15	445	365	851	637	694	474
WARS2	1230	2403	2146	1550	679	854
HAO2	2697	8277	5307	3190	2672	2550
HSD3B2	987	832	429	294	854	273
HSD3B1	7192	7436	12184	11202	5019	5423
ZNF697	2095	1717	1750	1948	1480	1942
PHGDH	14411	20352	15573	8916	13404	4760
HMGCS2	1306	1373	1414	968	1104	1700
REG4	766	1805	1151	493	992	988
ADAM30	1404	1506	1461	2493	1638	1734
NOTCH2	147	342	138	89	149	186
SEC22B	1145	956	1375	1705	947	511
NBPF26	3075	2145	2741	5843	5733	3539
PPIAL4A	283	136	200	192	190	105
AC241377.1	3056	2198	1964	1683	3213	1105
FCGR1B	654	943	521	700	915	468
FAM72B	2418	1022	687	786	550	958
SRGAP2C	4450	4831	3075	2972	3221	5555
HIST2H3PS2	4838	1856	4209	3786	4898	1509
FAM72C	10275	9961	9092	8609	10825	12006
PPIAL4E	290	304	521	164	214	213
NBPF15	303	394	383	97	118	130
PPIAL4F	1677	1813	1305	992	386	535
SRGAP2B	1669	803	743	2214	3935	2364
FAM72D	5543	4256	5994	5006	2448	3030
AC241585.1	147	152	227	160	171	44
PPIAL4D	1879	1478	1676	1913	2508	1435
NBPF20	324	325	414	305	321	197
GPR89A	261	186	146	216	289	137
PDZK1	1298	1996	1612	1157	1695	1103
CD160	1836	2999	1409	1825	3520	2998
RNF115	5428	9644	5546	4860	8434	3061
POLR3C	194	174	141	130	115	101
NUDT17	339	453	553	488	310	152
PIAS3	468	836	856	547	348	289
ANKRD35	783	2301	1861	1426	3633	1408
ITGA10	2236	4060	2575	1636	4029	1141
PEX11B	1695	1097	1106	1589	1796	840
RBM8A	14027	9489	12921	27027	13756	6538
CH17-270A2.2	2678	2641	3573	1581	2122	3998
LIX1L	151	185	199	147	141	211
ANKRD34A	4	13	7	7	7	8
POLR3GL	1365	940	1338	366	509	524
TXNIP	1649	1988	833	2267	2639	1726
HFE2	2114	2054	3127	1645	2090	1703
NBPF10	1062	1804	1297	409	2219	750
RP11-458D21.5	1472	7369	1483	2875	1607	2736
NOTCH2NL	5475	5249	4094	3551	3657	1858
AC243756.1	632	346	453	336	549	339
NBPF12	1314	1707	2147	1379	921	1745
PRKAB2	846	549	965	229	154	458
FMO5	1530	704	1191	575	480	530
CHD1L	9805	10213	3678	5510	3203	5767
BCL9	269	122	293	112	132	183
ACP6	8198	4909	5191	4954	4578	5228
GJA5	1117	2300	2344	1839	4191	3284
GJA8	3041	2588	3869	2602	2647	3774
GPR89B	2417	2582	4251	3209	3456	4353
NBPF11	1639	2472	2409	2841	1793	1413
AC245100.1	635	583	1379	828	1017	1042
PPIAL4G	5636	8580	6438	2240	3422	7736
NBPF14	119	309	724	337	274	592
PDE4DIP	7712	8923	7789	6992	5855	5377
NBPF9	10926	13974	17178	5413	7149	12538
NBPF19	1242	1245	1165	1808	653	1139
PPIAL4C	1067	3040	1740	1203	1968	2289
FAM231D	1000	1365	1210	947	1144	1906
FCGR1A	2176	2799	6668	3405	4277	4417
HIST2H2BF	902	1145	798	1176	438	379
HIST2H3D	1105	1548	1126	1116	759	428
HIST2H4A	490	629	812	575	323	873
HIST2H3C	5623	8139	5200	5164	7715	3470
HIST2H2AA3	4280	3886	3255	4043	2489	1926
HIST2H2AA4	1283	2955	1732	1820	980	858
HIST2H3A	2783	3590	948	2927	2455	1055
HIST2H4B	3830	2558	6202	4536	3192	2713
HIST2H2BE	1497	3116	3139	1240	1509	1840
HIST2H2AC	8151	4410	2661	8821	5604	7813
HIST2H2AB	1851	838	1012	1388	340	512
BOLA1	2769	2173	4005	2201	724	1256
SV2A	863	967	1505	861	960	569
SF3B4	3617	2484	2216	3991	1897	2295
MTMR11	1429	1326	3717	1862	1020	1137
OTUD7B	1917	5668	4639	4357	729	2580
VPS45	3178	2125	4491	2831	3445	7776
PLEKHO1	5313	3273	2291	1385	3145	1411
ANP32E	12354	9806	6719	4487	5361	6870
CA14	51	36	56	47	29	28
APH1A	216	119	92	179	147	210
C1orf54	3373	3066	2414	666	1820	2338
CIART	2499	1503	3065	1031	739	1661
MRPS21	333	509	593	364	239	331
AC242988.1	4615	1757	1658	2870	3744	4356
PRPF3	4665	3496	3321	3140	1817	1952
RPRD2	1183	1246	1992	815	682	1311
TARS2	1729	956	1796	1597	818	2675
ECM1	10029	7765	7404	6204	3652	7127
ADAMTSL4	1262	995	734	1362	940	814
MCL1	13	63	40	46	56	42
ENSA	8098	3085	4853	6312	8319	5955
GOLPH3L	9456	5195	6871	3129	5752	3271
HORMAD1	138	104	129	113	105	104
CTSS	3069	2328	2526	1865	2636	2793
CTSK	4541	3003	3613	1357	2479	1710
ARNT	1173	515	1068	327	649	1551
RP11-235D19.4	7263	8429	7872	2084	8503	4028
SETDB1	1069	1352	838	1458	1544	1408
CERS2	783	720	603	545	350	668
